topoid,poigroup,poitype,poiname,poilabel,poilabeltype,poialtlabel,poisourcefeatureoid,accesscontrol,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
504378878,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20100927115312,30000101000000,20100927115312.535,58362,,2e26e92a-47e1-3632-b792-3e21c4dce4be,I,,U,,,,,,,,,
504378879,3,Park,W J THURBON PLAYGROUND,W J THURBON PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,84804,,badb7a8d-e317-3819-a1e2-0da32e49b2e6,I,,U,,,,,,,,,
504378880,4,Railway Station,NEWTOWN RAILWAY STATION,NEWTOWN RAILWAY STATION,NAMED,,76,1,20140527155428,30000101000000,20140527155706.325,166364,,6d2ce917-985d-3b68-ad18-112588525b2b,M,,U,,,,,,,,,
504378894,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20100927115312,30000101000000,20100927115312.535,60766,,4e64ba53-d15c-3867-b691-4fb0a9caa7b1,I,,U,,,,,,,,,
504378895,1,Child Care Centre,CAMPERDOWN CHILD CARE CENTRE,CAMPERDOWN CHILD CARE CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173464,,462e0742-7b2a-3dbf-81f5-d176b49f5f9c,M,,U,,,,,,,,,
504378896,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,98741,,5b54e512-d360-3d93-9595-e536aa0a9730,I,,U,,,,,,,,,
504378897,3,Swimming Pool,VICTORIA PARK POOL,VICTORIA PARK POOL,NAMED,,43,1,20130923085716,30000101000000,20130923085848.088,161583,,96bb017c-742e-3a92-bf5b-7e3ddba75e56,M,,U,,,,,,,,,
504378906,3,Sports Field,UNIVERSITY OVAL NUMBER TWO,UNIVERSITY OVAL NUMBER TWO,NAMED,,67,1,20141128103456,30000101000000,20141128103531.768,172352,,3ddb6c32-4fe2-384c-8144-2c56470f82b5,M,,U,,,,,,,,,
504378907,3,Sports Field,UNIVERSITY OVAL NUMBER ONE,UNIVERSITY OVAL NUMBER ONE,NAMED,,67,1,20141128103456,30000101000000,20141128103531.77,172353,,0f8a79ac-bdf3-3f86-ad0d-183a6555d34b,M,,U,,,,,,,,,
504378908,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,98364,,bc16417d-9b0b-35d4-9ae4-2b26f83df2f9,I,,U,,,,,,,,,
504378910,3,Sports Field,ST ANDREWS OVAL,ST ANDREWS OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,99790,,646101b6-be8d-335b-9314-d7c8087e36c3,I,,U,,,,,,,,,
504378911,1,General Hospital,ROYAL PRINCE ALFRED HOSPITAL,ROYAL PRINCE ALFRED HOSPITAL,NAMED,,12,1,20200723131541,30000101000000,20200723131548.443,224702,,17b81418-8576-31d3-ade1-ad3530ba84c0,M,,U,,,,,,,,,
504378915,2,Education Facility,MOORE THEOLOGICAL COLLEGE,MOORE THEOLOGICAL COLLEGE,NAMED,,33,1,20100927115312,30000101000000,20100927115312.535,9125,,1e3f6320-d664-3718-a030-a7a3203bc0e3,I,,U,,,,,,,,,
504378916,4,Railway Station,MACDONALDTOWN RAILWAY STATION,MACDONALDTOWN RAILWAY STATION,NAMED,,76,1,20140527155428,30000101000000,20140527155706.327,166365,,eb89595a-ba84-32dd-a1f5-482dc2cdd57e,M,,U,,,,,,,,,
504378921,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20100927115312,30000101000000,20100927115312.535,97328,,4843d02f-8bd1-3d50-b621-b999d331ec6e,I,,U,,,,,,,,,
504378922,3,Sports Centre,UNIVERSITY OF SYDNEY SPORTS AQUATIC CENTRE,UNIVERSITY OF SYDNEY SPORTS AQUATIC CENTRE,NAMED,,42,1,20100927115312,30000101000000,20100927115312.535,68657,,c723c9de-42f8-3877-9b4d-59700bdef5c7,I,,U,,,,,,,,,
504378924,3,Park,VICTORIA PARK,VICTORIA PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93840,,3b66ab08-72fa-33a3-b670-ddb4ffc116f4,I,,U,,,,,,,,,
504378925,1,Post Office,SYDNEY UNIVERSITY POST OFFICE,SYDNEY UNIVERSITY POST OFFICE,NAMED,,21,1,20111028132458,30000101000000,20111028132524.826,132681,,cd68136a-f083-3f4d-a3d7-e88e48010af4,M,,U,,,,,,,,,
504378926,1,Post Office,MISSENDEN ROAD POST OFFICE,MISSENDEN ROAD POST OFFICE,NAMED,,21,1,20111028132458,30000101000000,20111028132524.866,132682,,4bee7b5e-824d-3cbc-ab1d-d4b272c911c4,M,,U,,,,,,,,,
504378936,3,Park,PEACE PARK,PEACE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88318,,c0b215d3-8f95-3741-b44e-db4447795d50,I,,U,,,,,,,,,
504378937,1,Post Office,BROADWAY POST OFFICE,BROADWAY POST OFFICE,NAMED,,21,1,20110915144241,30000101000000,20110915144248.754,131787,,41419464-0f90-36e1-918d-3e1e27e5d5fc,M,,U,,,,,,,,,
504378938,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,86332,,a5b3db80-3ae6-3727-81c4-c2ff51742f27,I,,U,,,,,,,,,
504378940,3,Park,YELLOWMUNDI PARK,YELLOWMUNDI PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94453,,fcc1d8c9-873f-33b8-893f-349991464e14,I,,U,,,,,,,,,
504378941,3,Park,VINE STREET PLAYGROUND,VINE STREET PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94352,,22131c87-91a7-37a5-aa3e-e61defc9d12b,I,,U,,,,,,,,,
504378942,3,Park,CHARLES KEENAN RESERVE,CHARLES KEENAN RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85732,,b17eb11c-91c7-3b4d-a173-6abc8da62a17,I,,U,,,,,,,,,
504378957,3,Park,JACK HAYNES RESERVE,JACK HAYNES RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91727,,980b83c2-31af-32af-922b-18f3530e4f11,I,,U,,,,,,,,,
504378958,3,Park,MICHAEL KELLY REST AREA,MICHAEL KELLY REST AREA,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,86023,,00f987ce-ffb4-302a-af4c-b494fef4ecbc,I,,U,,,,,,,,,
504378959,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,89295,,224e25b0-b339-39c8-85d8-756cffa034b6,I,,U,,,,,,,,,
504378961,3,Park,GREEN BANS PARK,GREEN BANS PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85138,,95f4678d-56f9-3bf3-a8b9-3ec55b3ba8f7,I,,U,,,,,,,,,
504378962,3,Park,PINKSTONE PLAYGROUND,PINKSTONE PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91220,,162f8a4c-cce8-3b33-aa20-f079470f4bca,I,,U,,,,,,,,,
504378964,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,89296,,a3977b45-3590-3309-a4cb-c1d13d270a44,I,,U,,,,,,,,,
504378965,1,Place Of Worship,,ISLAMIC,ALTERNATE,ISLAMIC,19,1,20141128103456,30000101000000,20141128103531.469,172303,,0cc9d445-8e37-3831-b1a6-bb70834f4d6d,M,,U,,,,,,,,,
504378971,4,Railway Station,ERSKINEVILLE RAILWAY STATION,ERSKINEVILLE RAILWAY STATION,NAMED,,76,1,20140527155428,30000101000000,20140527155706.331,166367,,6f059b87-b36e-3848-a3d8-435115fb735f,M,,U,,,,,,,,,
504378972,3,Sports Field,VICE CHANCELLORS OVAL,VICE CHANCELLORS OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,100726,,bd6e66a0-794a-373c-84e5-b31228980501,I,,U,,,,,,,,,
504378973,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,95072,,163ae5b0-a49d-3e5c-88da-638fbeb591e9,I,,U,,,,,,,,,
504378974,3,Park,DANIEL DAWSON RESERVE,DANIEL DAWSON RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85643,,57db4215-4c65-3e75-80d1-7d205a4a07c8,I,,U,,,,,,,,,
504378977,3,Park,JACK FLOYD RESERVE,JACK FLOYD RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88647,,cddda8a3-031c-3a3d-83e7-a9b61a0e65ca,I,,U,,,,,,,,,
504378980,1,Fire Station,REDFERN FIRE STATION,REDFERN FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9789,,30e003ce-644e-3cbd-bdbf-17a04678b7b2,I,,U,,,,,,,,,
504378981,1,Post Office,STRAWBERRY HILLS POST BUSINESS CENTRE,STRAWBERRY HILLS POST BUSINESS CENTRE,NAMED,,21,1,20110628103855,30000101000000,20110628103904.465,125645,,9b34c570-0a09-3f6f-ba8f-ff9485c50df1,M,,U,,,,,,,,,
504378983,3,Park,RECONCILIATION PARK,RECONCILIATION PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94625,,ab0ace7f-dadf-34c1-b912-6e3bfdbc48d0,I,,U,,,,,,,,,
504378984,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20130913114333,30000101000000,20130913114621.849,161083,,a9abc8ff-467c-39d5-82ed-840a574730df,M,,U,,,,,,,,,
504378985,3,Swimming Pool,PRINCE ALFRED PARK POOL,PRINCE ALFRED PARK POOL,NAMED,,43,1,20130923085716,30000101000000,20130923085848.09,161584,,1a171ea0-4513-38ab-bb3c-8174bb404615,M,,U,,,,,,,,,
504378986,3,Club,JENSEN'S TENNIS CENTRE,JENSEN'S TENNIS CENTRE,NAMED,,41,1,20141128103456,30000101000000,20141128103531.391,172284,,d5c4810c-784c-3fcd-a587-4a3508584206,M,,U,,,,,,,,,
504378989,2,Education Facility,ST ANDREWS GREEK ORTHODOX THEOLOGICAL COLLEGE,ST ANDREWS GREEK ORTHODOX THEOLOGICAL COLLEGE,NAMED,,33,1,20100927115312,30000101000000,20100927115312.535,9129,,8adbf205-40dc-3219-99fb-9a760179a350,I,,U,,,,,,,,,
504378990,1,Place Of Worship,,ORTHODOX CHURCH,DERIVED,ORTHODOX,19,1,20100927115312,30000101000000,20100927115312.535,58363,,59229dfb-d9a1-374a-a3c6-f25a1022d42b,I,,U,,,,,,,,,
504378992,1,Place Of Worship,,BAPTIST CHURCH,DERIVED,BAPTIST,19,1,20141128103456,30000101000000,20141128103531.473,172304,,c17c63b2-ea34-3494-9e6c-3bd20c6b305c,M,,U,,,,,,,,,
504378993,1,Place Of Worship,,PRESBYTERIAN CHURCH,DERIVED,PRESBYTERIAN,19,1,20100927115312,30000101000000,20100927115312.535,58798,,263c552d-49a1-3045-a1d5-0d3382116631,I,,U,,,,,,,,,
504378994,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20141128103456,30000101000000,20141128103531.477,172305,,41cf52ad-d913-352a-aa44-2917a8453b3e,M,,U,,,,,,,,,
504378995,1,Post Office,SURRY HILLS POST OFFICE,SURRY HILLS POST OFFICE,NAMED,,21,1,20111028132458,30000101000000,20111028132524.92,132683,,69d60904-08e0-3890-8539-2eeb8be3708c,M,,U,,,,,,,,,
504378996,3,Park,EDGELY STREET RESERVE,EDGELY STREET RESERVE,NAMED,,61,1,20141128103456,30000101000000,20141128103531.99,172377,,bfdfdda3-a1a1-3e41-9c70-cda2a6e617db,M,,U,,,,,,,,,
504378998,3,Park,WIMBO PARK,WIMBO PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,93411,,cdd05c64-687d-3455-8bee-6b7489b3e7b7,I,,U,,,,,,,,,
504379001,3,Sports Field,REDFERN OVAL,REDFERN OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,99819,,c4b71697-902b-3484-ad77-6ea1cec89e81,I,,U,,,,,,,,,
504379002,3,Park,REDFERN PARK,REDFERN PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103531.994,172378,,77992f03-d95a-3775-a57e-d3a632f8ac48,M,,U,,,,,,,,,
504379003,1,Child Care Centre,REDFERN EARLY CHILDHOOD CENTRE,REDFERN EARLY CHILDHOOD CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173465,,8efb386f-a9c9-3aa9-88b8-dc3f1b2b3be8,M,,U,,,,,,,,,
504379004,1,Community Facility,SOUTH SYDNEY PCYC,SOUTH SYDNEY PCYC,NAMED,,162,1,20151002125614,30000101000000,20151002130111,195776,,dfab5c9b-3159-35d9-b2a1-e51f41eb1215,M,,U,,,,,,,,,
504379005,3,Park,JACK OBRIEN RESERVE,JACK OBRIEN RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88049,,a818ac2a-04ef-311e-85fc-e80783c2f64f,I,,U,,,,,,,,,
504379006,3,Park,FERRY PLAYGROUND,FERRY PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,94114,,7bdbf300-b5e1-3309-ab60-548c4501afc5,I,,U,,,,,,,,,
504379007,3,Park,COOPER STREET PLAYGROUND,COOPER STREET PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91362,,936343df-0fce-3f58-8b61-cd5b046f6eeb,I,,U,,,,,,,,,
504379009,1,Shopping Centre,SURRY HILL SHOPPING VILLAGE,SURRY HILL SHOPPING VILLAGE,NAMED,,25,1,20100927115312,30000101000000,20100927115312.535,67958,,e176fead-c439-3e70-b189-acebd7abefd7,I,,U,,,,,,,,,
504379010,1,Police Station,REDFERN POLICE STATION,REDFERN POLICE STATION,NAMED,,20,1,20121205140730,30000101000000,20121205140912.75,146374,,a2598f47-7271-3441-9f8a-0d6e89754698,M,,U,,,,,,,,,
504379011,1,Court House,REDFERN COURT HOUSE,REDFERN COURT HOUSE,NAMED,,7,1,20130626132714,30000101000000,20130626132902.255,154941,,16dd0817-1bb1-32a1-ba77-0fcc7d6dc7b1,M,,U,,,,,,,,,
504379012,3,Park,CHELSEA PLAYGROUND,CHELSEA PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88648,,b263a856-5c6f-36de-a0c5-ea56a5a0ce66,I,,U,,,,,,,,,
504379014,1,Child Care Centre,ALEXANDRIA CHILD CARE CENTRE,ALEXANDRIA CHILD CARE CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173466,,664c2122-a24d-32a0-ba25-5886657eed90,M,,U,,,,,,,,,
504379015,3,Sports Court,,TENNIS COURTS,ALTERNATE,TENNIS COURTS,66,1,20141128103456,30000101000000,20141128103531.742,172346,,73feff01-2bb4-353e-a6e8-a1e8f600506a,M,,U,,,,,,,,,
504379016,3,Sports Court,,BASKETBALL COURT,ALTERNATE,BASKETBALL COURT,66,1,20141128103456,30000101000000,20141128103531.744,172347,,0a0a8b15-59ba-330e-82b9-8a77742e5607,M,,U,,,,,,,,,
504379018,1,Post Office,ALEXANDRIA POST OFFICE,ALEXANDRIA POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,62803,,217d8800-4508-3918-9dc4-c59c8681aad4,I,,U,,,,,,,,,
504379020,1,Community Facility,ALEXANDRIA ACTIVITY CENTRE,ALEXANDRIA ACTIVITY CENTRE,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194880,,6ae41b2b-c572-3f59-ab84-979f25dabc98,M,,U,,,,,,,,,
504379022,3,Park,DIBBS STREET RESERVE,DIBBS STREET RESERVE,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,88547,,81cd984e-2998-390f-b527-d99282f0de09,I,,U,,,,,,,,,
504379023,1,SES Facility,CITY OF SYDNEY SES,CITY OF SYDNEY SES,NAMED,,24,1,20100927115312,30000101000000,20100927115312.535,67333,,2136752d-b632-34c5-91ba-361add6f9aff,I,,U,,,,,,,,,
504379025,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20100927115312,30000101000000,20100927115312.535,61711,,501a3731-e811-352b-b742-33f2aee34b71,I,,U,,,,,,,,,
504379026,3,Club,ALEXANDRIA-ERSKINEVILLE BOWLING CLUB,ALEXANDRIA-ERSKINEVILLE BOWLING CLUB,NAMED,,41,1,20100927115312,30000101000000,20100927115312.535,4479,,e2e16ffb-7c09-3b91-b60b-e93b82353559,I,,U,,,,,,,,,
504379027,3,Sports Field,,BOWLING GREENS,ALTERNATE,BOWLING GREENS,67,1,20100927115312,30000101000000,20100927115312.535,101847,,96598a2f-bec7-3b60-b64b-715a83952ae7,I,,U,,,,,,,,,
504379029,1,Place Of Worship,,CONGREGATIONAL CHURCH,DERIVED,CONGREGATIONAL,19,1,20141128103456,30000101000000,20141128103531.481,172306,,b830f3e9-4464-30f9-b0ac-e74aa98b3d4e,M,,U,,,,,,,,,
504379030,1,Place Of Worship,,UNITING CHURCH,DERIVED,UNITING,19,1,20100927115312,30000101000000,20100927115312.535,58674,,414dd6b4-3cb2-372e-9294-c47aca9ccb62,I,,U,,,,,,,,,
504379031,1,Place Of Worship,OUR LADY OF MT CARMEL SHRINE CHURCH,OUR LADY OF MT CARMEL SHRINE CHURCH,NAMED,,19,1,20210830144637,30000101000000,20210830144708.625,233084,,68e281a8-c6f6-3aaa-ade7-817bac6249a7,M,,U,,,,,,,,,
504379032,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,86333,,43a6dbcf-3152-3974-a230-d300531e0ec2,I,,U,,,,,,,,,
504379033,3,Park,JAMES HENRY DEACON,JAMES HENRY DEACON,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,85897,,890b772e-2cba-3a32-8535-e1bde44cecc8,I,,U,,,,,,,,,
504379034,3,Park,,Park,GENERIC,,61,1,20100927115312,30000101000000,20100927115312.535,92176,,38971c08-7b08-3d3e-8037-85652c9d6367,I,,U,,,,,,,,,
504379048,3,Sports Field,SYDNEY CRICKET GROUND,SYDNEY CRICKET GROUND,NAMED,,67,1,20110526150306,30000101000000,20110526150349.791,124455,,4bf6606e-7356-30a1-8b24-927dcf1ab685,M,,U,,,,,,,,,
504379051,1,Child Care Centre,WATERLOO KINDERGARTEN,WATERLOO KINDERGARTEN,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173575,,d8c2a6d9-d53b-3968-beb9-b9052b5effa1,M,,U,,,,,,,,,
504379052,1,Library,WATERLOO LIBRARY,WATERLOO LIBRARY,NAMED,,14,1,20120810102823,30000101000000,20120810102842.303,143262,,4d3208bc-45a1-382a-9479-97730ac7f46f,M,,U,,,,,,,,,
504379053,1,Child Care Centre,LOIS BARKER LONG DAY CARE CENTRE,LOIS BARKER LONG DAY CARE CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173576,,2edd6324-feff-34f0-80fa-60bec617e3d5,M,,U,,,,,,,,,
504379054,1,Community Facility,ALEXANDRIA TOWN HALL,ALEXANDRIA TOWN HALL,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194881,,5fa31fb2-f4ff-3121-9310-69c95ce3b785,M,,U,,,,,,,,,
504379055,1,Community Facility,SOUTH SYDNEY YOUTH SERVICES,SOUTH SYDNEY YOUTH SERVICES,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194882,,114b04c1-024c-3211-b855-9950c8ae091c,M,,U,,,,,,,,,
504379056,3,Sports Court,,BASKETBALL COURT,ALTERNATE,BASKETBALL COURT,66,1,20141128103456,30000101000000,20141128103531.746,172348,,268a8f78-43e8-328c-a7fd-0769d7403c6e,M,,U,,,,,,,,,
504379057,3,Sports Field,WATERLOO OVAL,WATERLOO OVAL,NAMED,,67,1,20100927115312,30000101000000,20100927115312.535,100630,,c40ef4ae-d4cd-3e94-a5ff-2a3b66a11ec9,I,,U,,,,,,,,,
504379058,3,Park,WATERLOO PARK,WATERLOO PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103532.012,172379,,fd3d2aeb-86f2-3d7d-b9c0-b13460eb27f7,M,,U,,,,,,,,,
504379061,1,Fire Station,ALEXANDRIA FIRE STATION,ALEXANDRIA FIRE STATION,NAMED,,10,1,20100927115312,30000101000000,20100927115312.535,9790,,4248a4ac-2471-35b7-8a76-1dc791b66ac1,I,,U,,,,,,,,,
504379062,2,Academy,NSWFB STATE TRAINING COLLEGE,NSWFB STATE TRAINING COLLEGE,NAMED,,31,1,20100927115312,30000101000000,20100927115312.535,2053,,3af4279d-a064-3200-853c-e75d65cfea18,I,,U,,,,,,,,,
504379063,4,Railway Station,GREEN SQUARE RAILWAY STATION,GREEN SQUARE RAILWAY STATION,NAMED,,76,1,20140527155428,30000101000000,20140527155706.333,166368,,cda5b78a-df72-39d0-8743-c42b51183821,M,,U,,,,,,,,,
504379064,3,Park,GREEN SQUARE,GREEN SQUARE,NAMED,,61,1,20141128103456,30000101000000,20141128103532.014,172380,,c1f2c896-a364-3b2e-86ec-83033f7c5c7f,M,,U,,,,,,,,,
504379066,2,University,UNIVERSITY OF TECHNOLOGY CITY CAMPUS-HAYMARKET,UNIVERSITY OF TECHNOLOGY CITY CAMPUS-HAYMARKET,NAMED,,39,1,20100927115312,30000101000000,20100927115312.535,69917,,8842af6e-7bf3-3602-aea2-e7831de0df9c,I,,U,,,,,,,,,
504379067,2,TAFE College,ULTIMO TAFE COLLEGE,ULTIMO TAFE COLLEGE,NAMED,,38,1,20140903092851,30000101000000,20140903092941.675,167257,,d55f88b3-e2a6-3438-891a-52d441688e17,M,,U,,,,,,,,,
504379068,2,TAFE College,ULTIMO TAFE COLLEGE,ULTIMO TAFE COLLEGE,NAMED,,38,1,20140903092851,30000101000000,20140903092941.677,167258,,2456e5ea-4bd9-3991-b8e4-38d580d23d33,M,,U,,,,,,,,,
504379070,2,University,UNIVERSITY OF TECHNOLOGY CITY CAMPUS-ULTIMO,UNIVERSITY OF TECHNOLOGY CITY CAMPUS-ULTIMO,NAMED,,39,1,20100927115312,30000101000000,20100927115312.535,69934,,718dcf98-dba6-3ce7-8a4c-54704e055bea,I,,U,,,,,,,,,
504379073,2,TAFE College,ULTIMO TAFE COLLEGE,ULTIMO TAFE COLLEGE,NAMED,,38,1,20140903092851,30000101000000,20140903092941.679,167259,,4906ca9a-b4d3-32a1-90af-b05a83701e33,M,,U,,,,,,,,,
504379074,1,Museum,POWERHOUSE MUSEUM,POWERHOUSE MUSEUM,NAMED,,17,1,20141128103456,30000101000000,20141128103531.411,172288,,6f520827-9244-336e-afd0-f867cbeca7ce,M,,U,,,,,,,,,
504379078,3,Park,FIG LANE PARK,FIG LANE PARK,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,90959,,c640f6f0-13d3-3411-b785-e171c76eed30,I,,U,,,,,,,,,
504379080,1,Museum,HARRIS STREET MOTOR MUSEUM,HARRIS STREET MOTOR MUSEUM,NAMED,,17,1,20141128103456,30000101000000,20141128103531.413,172289,,6d438056-0fd2-3b27-8b1d-cca44bba30d8,M,,U,,,,,,,,,
504379081,1,Police Station,DAY STREET POLICE STATION,DAY STREET POLICE STATION,NAMED,,20,1,20210330142651,30000101000000,20210330142723.171,232575,,fd96284d-be8b-3af5-96f4-2a93bc345ad7,M,,U,,,,,,,,,
504379082,1,Court House,CENTRAL COURT,CENTRAL COURT,NAMED,,7,1,20100927115312,30000101000000,20100927115312.535,9035,,cbfcd7cf-a446-3e8f-846a-2e3b7623d277,I,,U,,,,,,,,,
504379083,1,Place Of Worship,,BAPTIST CHURCH,DERIVED,BAPTIST,19,1,20141128103456,30000101000000,20141128103531.487,172307,,e55bc79b-f9bc-32a4-a9d9-45d7ed7ac25c,M,,U,,,,,,,,,
504379084,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20141128103456,30000101000000,20141128103531.489,172308,,28f720ac-cd9c-302c-b32a-40b67f7fd327,M,,U,,,,,,,,,
504379085,1,Place Of Worship,,LUTHERAN CHURCH,DERIVED,LUTHERAN,19,1,20100927115312,30000101000000,20100927115312.535,59455,,7e95b3ca-f50c-30ed-8cd9-ad0403086bab,I,,U,,,,,,,,,
504379086,1,Place Of Worship,,ANGLICAN CHURCH,DERIVED,ANGLICAN,19,1,20100927115312,30000101000000,20100927115312.535,58365,,44119762-be79-385f-abeb-1fc9c007dd4e,I,,U,,,,,,,,,
504379087,1,Community Facility,SYDNEY CITY YOUTH HOSTEL ASSOCIATION,SYDNEY CITY YOUTH HOSTEL ASSOCIATION,NAMED,,162,1,20151002125614,30000101000000,20151002130110,194883,,9ac995b5-1429-3bd0-b644-2d8453aceaff,M,,U,,,,,,,,,
504379088,1,Post Office,HAYMARKET POST OFFICE,HAYMARKET POST OFFICE,NAMED,,21,1,20100927115312,30000101000000,20100927115312.535,63410,,a19059fe-8b6b-3177-9992-f459332f47dc,I,,U,,,,,,,,,
504379089,3,Historic Site,MORTUARY STATION,MORTUARY STATION,NAMED,,55,1,20100927115312,30000101000000,20100927115312.535,83015,,6abe5cb9-fec6-3af0-ba32-a97580f80b44,I,,U,,,,,,,,,
504379092,3,Park,WENTWORTH PARK,WENTWORTH PARK,NAMED,,61,1,20141128103456,30000101000000,20141128103532.018,172381,,cac9a4a2-d5ec-3ba4-a4f6-041831840fdb,M,,U,,,,,,,,,
504379093,1,Place Of Worship,,CATHOLIC CHURCH,DERIVED,CATHOLIC,19,1,20100927115312,30000101000000,20100927115312.535,61712,,8b093387-5db6-3157-93cf-65061e870aec,I,,U,,,,,,,,,
504379095,1,Place Of Worship,,ANGLICAN CHURCH,DERIVED,ANGLICAN,19,1,20100927115312,30000101000000,20100927115312.535,58366,,070bed7b-4113-38b5-b17d-42deb2c6760d,I,,U,,,,,,,,,
504379125,1,Place Of Worship,ST LUKE'S ANGLICAN CHURCH,ST LUKE'S ANGLICAN CHURCH,NAMED,ANGLICAN,19,1,20141127083209,30000101000000,20141127083238.591,172134,,bc57a75e-6cd7-3a77-9408-4fdb1ca3b224,M,,U,,,,,,,,,
504379126,1,Place Of Worship,,SEVENTH DAY ADVENTIST CHURCH,DERIVED,SEVENTH DAY ADVENTIST,19,1,20100927115312,30000101000000,20100927115312.535,61713,,0d7bfe1f-3506-3c6b-b137-5ae1e47999ec,I,,U,,,,,,,,,
504379127,1,Place Of Worship,,EVANGELICAL CHURCH,DERIVED,EVANGELICAL,19,1,20141127083209,30000101000000,20141127083238.595,172135,,ae4a0070-41d6-3730-b312-c479a9d58e25,M,,U,,,,,,,,,
504379128,3,Park,FRANCIS STREET PLAYGROUND,FRANCIS STREET PLAYGROUND,NAMED,,61,1,20100927115312,30000101000000,20100927115312.535,91464,,8da4d2e7-b8f5-3aae-b83e-74e6c9c347bb,I,,U,,,,,,,,,
504379129,3,Sports Centre,ANNETTE KELLERMAN AQUATIC CENTRE,ANNETTE KELLERMAN AQUATIC CENTRE,NAMED,,42,1,20100927115312,30000101000000,20100927115312.535,68636,,f9cae0a5-4eb2-31e1-a702-32900c18baf3,I,,U,,,,,,,,,
504379130,1,Post Office,MARRICKVILLE METRO SHOP POST OFFICE,MARRICKVILLE METRO SHOP POST OFFICE,NAMED,,21,1,20111028132458,30000101000000,20111028132525.033,132684,,03f4afc8-4f84-36a0-8167-917cd573f19c,M,,U,,,,,,,,,
504379175,1,Child Care Centre,EASTLAKES CHILD CARE CENTRE,EASTLAKES CHILD CARE CENTRE,NAMED,,141,1,20141208172536,30000101000000,20141208172536,173467,,b160f035-3fdc-3c49-b963-5d9d82a78901,M,,U,,,,,,,,,
